observation_id,source,dataset,source_file,source_rows,source_poll_id,source_question_id,source_race_id,sample_group_id,cycle,geography,geography_type,election_date,poll_start,poll_end,poll_date,date_basis,source_available_date,days_to_election,pollster,population,sample_size,methodology,partisan,source_url,dem_share,rep_share,dem_rep_margin,non_dem_rep_share,response_coverage,reported_answer_sum,outcome_id,matchup_status,selection_status,scalar_seat_mapping_ready,quality_flags,source_stage,source_seat_name,tracking,hypothetical,superseded_by,original_dem_share,original_rep_share,estimate_basis,survey_sample_size,estimate_sample_size,estimate_source,original_outcome_id,original_matchup_status,join_reference_version,canonical_firm,publisher_id,rating_id,rating_name,sponsor_ids,sponsor_names,series_key,identity_basis,rating_family_key,rolling_method_evidence,canonical_sample_group_id,sample_identity_status
538_archive:generic_ballot:4213,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4213,50629,79903,8273,538:50629,2018,US,national,2018-11-06,2017-11-29,2017-12-03,2017-12-03,field_end,2017-12-05,338,Ipsos,rv,1303.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.409,0.359,0.05,0.232,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.409,0.359,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50629,source_id_only
538_archive:generic_ballot:4214,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4214,50629,79907,8273,538:50629,2018,US,national,2018-11-06,2017-11-29,2017-12-03,2017-12-03,field_end,2017-12-05,338,Ipsos,a,1594.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.366,0.316,0.05,0.318,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.366,0.316,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50629,source_id_only
538_archive:generic_ballot:4215,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4215,50630,79904,8273,538:50630,2018,US,national,2018-11-06,2017-11-28,2017-12-02,2017-12-02,field_end,2017-12-05,339,Ipsos,rv,1359.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.41200000000000003,0.342,0.07,0.246,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.41200000000000003,0.342,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50630,source_id_only
538_archive:generic_ballot:4216,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4216,50630,79908,8273,538:50630,2018,US,national,2018-11-06,2017-11-28,2017-12-02,2017-12-02,field_end,2017-12-05,339,Ipsos,a,1656.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.36,0.298,0.062,0.342,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.36,0.298,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50630,source_id_only
538_archive:generic_ballot:4217,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4217,50631,79905,8273,538:50631,2018,US,national,2018-11-06,2017-11-27,2017-12-01,2017-12-01,field_end,2017-12-05,340,Ipsos,rv,1560.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.41100000000000003,0.34299999999999997,0.068,0.246,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.41100000000000003,0.34299999999999997,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50631,source_id_only
538_archive:generic_ballot:4218,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4218,50631,79909,8273,538:50631,2018,US,national,2018-11-06,2017-11-27,2017-12-01,2017-12-01,field_end,2017-12-05,340,Ipsos,a,1908.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.36200000000000004,0.301,0.061,0.337,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.36200000000000004,0.301,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50631,source_id_only
538_archive:generic_ballot:4219,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4219,66571,124105,8273,538:66571,2018,US,national,2018-11-06,2017-11-29,2017-11-30,2017-11-30,field_end,2020-05-29,341,The Winston Group,rv,1000.0,Online Opt-In Panel,REP,https://www.winningtheissues.org/wp-content/uploads/2018/01/Winning-the-Issues-Nov-2017-Aggs-FINAL.pdf,0.46,0.4,0.06,0.14,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.46,0.4,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,the winston group,552,385,The Winston Group,1312,Winning the Issues,the winston group|ids:1312,archive_rows_verified,rating:385,,538:66571,source_id_only
538_archive:generic_ballot:4220,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4220,50608,79865,8273,538:50608,2018,US,national,2018-11-06,2017-11-26,2017-11-30,2017-11-30,field_end,2017-12-01,341,Ipsos,rv,1567.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.413,0.33,0.083,0.257,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.413,0.33,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50608,source_id_only
538_archive:generic_ballot:4221,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4221,50608,79868,8273,538:50608,2018,US,national,2018-11-06,2017-11-26,2017-11-30,2017-11-30,field_end,2017-12-01,341,Ipsos,a,1928.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.365,0.28600000000000003,0.079,0.349,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.365,0.28600000000000003,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50608,source_id_only
538_archive:generic_ballot:4222,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4222,50609,79866,8273,538:50609,2018,US,national,2018-11-06,2017-11-25,2017-11-29,2017-11-29,field_end,2017-12-01,342,Ipsos,rv,1571.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.401,0.33299999999999996,0.068,0.266,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.401,0.33299999999999996,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50609,source_id_only
538_archive:generic_ballot:4223,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4223,50609,79869,8273,538:50609,2018,US,national,2018-11-06,2017-11-25,2017-11-29,2017-11-29,field_end,2017-12-01,342,Ipsos,a,1962.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.358,0.28600000000000003,0.072,0.356,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.358,0.28600000000000003,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50609,source_id_only
538_archive:generic_ballot:4224,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4224,50554,79791,8273,538:50554,2018,US,national,2018-11-06,2017-11-26,2017-11-28,2017-11-28,field_end,2017-11-29,343,YouGov,rv,1313.0,Online Matched Sample,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8hs5rikuhd/econTabReport.pdf,0.41,0.35,0.06,0.24,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.41,0.35,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,yougov,568,391,YouGov,352,Economist,yougov|ids:352,archive_rows_verified,rating:391,,538:50554,source_id_only
538_archive:generic_ballot:4225,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4225,50610,79867,8273,538:50610,2018,US,national,2018-11-06,2017-11-24,2017-11-28,2017-11-28,field_end,2017-12-01,343,Ipsos,rv,1594.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.40299999999999997,0.349,0.054,0.248,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.40299999999999997,0.349,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50610,source_id_only
538_archive:generic_ballot:4226,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4226,50610,79870,8273,538:50610,2018,US,national,2018-11-06,2017-11-24,2017-11-28,2017-11-28,field_end,2017-12-01,343,Ipsos,a,1970.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.361,0.301,0.06,0.338,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.361,0.301,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50610,source_id_only
538_archive:generic_ballot:4227,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4227,50556,79794,8273,538:50556,2018,US,national,2018-11-06,2017-11-23,2017-11-27,2017-11-27,field_end,2017-11-29,344,Ipsos,rv,1571.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.409,0.349,0.06,0.242,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.409,0.349,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50556,source_id_only
538_archive:generic_ballot:4228,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4228,50556,79806,8273,538:50556,2018,US,national,2018-11-06,2017-11-23,2017-11-27,2017-11-27,field_end,2017-11-29,344,Ipsos,a,1922.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.36700000000000005,0.301,0.066,0.332,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.36700000000000005,0.301,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50556,source_id_only
538_archive:generic_ballot:4229,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4229,50557,79795,8273,538:50557,2018,US,national,2018-11-06,2017-11-22,2017-11-26,2017-11-26,field_end,2017-11-29,345,Ipsos,rv,1386.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.408,0.33799999999999997,0.07,0.254,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.408,0.33799999999999997,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50557,source_id_only
538_archive:generic_ballot:4230,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4230,50557,79807,8273,538:50557,2018,US,national,2018-11-06,2017-11-22,2017-11-26,2017-11-26,field_end,2017-11-29,345,Ipsos,a,1685.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.365,0.287,0.078,0.348,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.365,0.287,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50557,source_id_only
538_archive:generic_ballot:4231,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4231,50555,79793,8273,538:50555,2018,US,national,2018-11-06,2017-11-21,2017-11-25,2017-11-25,field_end,2017-11-29,346,Morning Consult,rv,1994.0,,,https://morningconsult.com/wp-content/uploads/2017/11/171112_crosstabs_Politico_v1_AP.pdf,0.42,0.36,0.06,0.22,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.42,0.36,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,morning consult,1189,218,Morning Consult,538,Politico,morning consult|ids:538,archive_rows_verified,rating:218,,538:50555,source_id_only
538_archive:generic_ballot:4232,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4232,50558,79796,8273,538:50558,2018,US,national,2018-11-06,2017-11-21,2017-11-25,2017-11-25,field_end,2017-11-29,346,Ipsos,rv,1324.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.39799999999999996,0.35,0.048,0.252,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.39799999999999996,0.35,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50558,source_id_only
538_archive:generic_ballot:4233,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4233,50558,79808,8273,538:50558,2018,US,national,2018-11-06,2017-11-21,2017-11-25,2017-11-25,field_end,2017-11-29,346,Ipsos,a,1605.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.358,0.297,0.061,0.345,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.358,0.297,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50558,source_id_only
538_archive:generic_ballot:4234,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4234,50560,79804,8273,538:50560,2018,US,national,2018-11-06,2017-11-20,2017-11-24,2017-11-24,field_end,2017-11-29,347,Ipsos,rv,1320.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.419,0.33399999999999996,0.085,0.247,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.419,0.33399999999999996,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50560,source_id_only
538_archive:generic_ballot:4235,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4235,50560,79809,8273,538:50560,2018,US,national,2018-11-06,2017-11-20,2017-11-24,2017-11-24,field_end,2017-11-29,347,Ipsos,a,1597.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.373,0.289,0.084,0.338,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.373,0.289,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50560,source_id_only
538_archive:generic_ballot:4236,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4236,50511,79722,8273,538:50511,2018,US,national,2018-11-06,2017-11-19,2017-11-23,2017-11-23,field_end,2017-11-28,348,Ipsos,rv,1262.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.42,0.32,0.1,0.26,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.42,0.32,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50511,source_id_only
538_archive:generic_ballot:4237,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4237,50511,79725,8273,538:50511,2018,US,national,2018-11-06,2017-11-19,2017-11-23,2017-11-23,field_end,2017-11-28,348,Ipsos,a,1543.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.375,0.28,0.095,0.345,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.375,0.28,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50511,source_id_only
538_archive:generic_ballot:4238,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4238,50512,79723,8273,538:50512,2018,US,national,2018-11-06,2017-11-18,2017-11-22,2017-11-22,field_end,2017-11-28,349,Ipsos,rv,1194.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.414,0.327,0.087,0.259,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.414,0.327,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50512,source_id_only
